lat,lon,ele,t,timestamp,tracknum
42.446684,-76.493479,152.982,1223561695.0,2008-10-09T16:14:55Z,0
42.446684,-76.493479,149.029,1223561717.0,2008-10-09T16:15:17Z,0
42.446684,-76.493479,145.616,1223561720.0,2008-10-09T16:15:20Z,0
42.446684,-76.493479,142.442,1223561724.0,2008-10-09T16:15:24Z,0
42.446684,-76.493479,141.161,1223561729.0,2008-10-09T16:15:29Z,0
42.446684,-76.493479,137.829,1223561732.0,2008-10-09T16:15:32Z,0
42.446684,-76.493479,137.118,1223561733.0,2008-10-09T16:15:33Z,0
42.446684,-76.493479,133.823,1223561738.0,2008-10-09T16:15:38Z,0
42.446684,-76.493479,130.813,1223561743.0,2008-10-09T16:15:43Z,0
42.446684,-76.493479,127.759,1223561749.0,2008-10-09T16:15:49Z,0
42.446684,-76.493479,125.547,1223561766.0,2008-10-09T16:16:06Z,0
42.442660,-76.496708,126.048,1223561755.0,2008-10-09T16:15:55Z,0
42.442621,-76.498594,123.636,1223561772.0,2008-10-09T16:16:12Z,0
42.442615,-76.498651,123.403,1223561773.0,2008-10-09T16:16:13Z,0
42.442612,-76.498773,122.944,1223561782.0,2008-10-09T16:16:22Z,0
42.442593,-76.498740,122.901,1223561806.0,2008-10-09T16:16:46Z,0
42.442621,-76.499094,122.816,1223561820.0,2008-10-09T16:17:00Z,0
42.442591,-76.499481,124.919,1223561831.0,2008-10-09T16:17:11Z,0
42.442556,-76.500601,123.894,1223561840.0,2008-10-09T16:17:20Z,0
42.442525,-76.500929,122.745,1223561847.0,2008-10-09T16:17:27Z,0
42.442513,-76.501055,122.927,1223561849.0,2008-10-09T16:17:29Z,0
42.442499,-76.501751,121.806,1223561857.0,2008-10-09T16:17:37Z,0
42.442502,-76.502029,122.401,1223561864.0,2008-10-09T16:17:44Z,0
42.442490,-76.502210,123.188,1223561866.0,2008-10-09T16:17:46Z,0
42.442470,-76.503575,121.521,1223561878.0,2008-10-09T16:17:58Z,0
42.442467,-76.503655,121.230,1223561879.0,2008-10-09T16:17:59Z,0
42.442469,-76.503823,120.110,1223561886.0,2008-10-09T16:18:06Z,0
42.442458,-76.504194,120.822,1223561902.0,2008-10-09T16:18:22Z,0
42.442425,-76.505396,121.854,1223561912.0,2008-10-09T16:18:32Z,0
42.442361,-76.507196,120.003,1223561928.0,2008-10-09T16:18:48Z,0
42.442315,-76.508166,117.922,1223561939.0,2008-10-09T16:18:59Z,0
42.442315,-76.508356,117.655,1223561949.0,2008-10-09T16:19:09Z,0
42.442317,-76.508491,118.347,1223561952.0,2008-10-09T16:19:12Z,0
42.442282,-76.509947,117.822,1223561972.0,2008-10-09T16:19:32Z,0
42.442276,-76.510557,117.723,1223561981.0,2008-10-09T16:19:41Z,0
42.442115,-76.510712,119.079,1223561985.0,2008-10-09T16:19:45Z,0
42.442043,-76.510705,118.839,1223561986.0,2008-10-09T16:19:46Z,0
42.441046,-76.510672,119.140,1223561998.0,2008-10-09T16:19:58Z,0
42.439630,-76.510572,119.228,1223562013.0,2008-10-09T16:20:13Z,0
42.438448,-76.510225,120.161,1223562027.0,2008-10-09T16:20:27Z,0
42.437578,-76.509375,120.633,1223562038.0,2008-10-09T16:20:38Z,0
42.437435,-76.509216,115.156,1223562040.0,2008-10-09T16:20:40Z,0
42.437292,-76.509053,114.450,1223562042.0,2008-10-09T16:20:42Z,0
42.436966,-76.508599,114.491,1223562047.0,2008-10-09T16:20:47Z,0
42.436470,-76.508287,115.119,1223562053.0,2008-10-09T16:20:53Z,0
42.436044,-76.508269,115.300,1223562062.0,2008-10-09T16:21:02Z,0
42.435784,-76.508251,114.675,1223562073.0,2008-10-09T16:21:13Z,0
42.435070,-76.508201,114.544,1223562080.0,2008-10-09T16:21:20Z,0
42.434036,-76.508146,113.243,1223562089.0,2008-10-09T16:21:29Z,0
42.433877,-76.508152,113.134,1223562094.0,2008-10-09T16:21:34Z,0
42.433617,-76.508154,113.286,1223562130.0,2008-10-09T16:22:10Z,0
42.432611,-76.508106,113.536,1223562140.0,2008-10-09T16:22:20Z,0
42.430884,-76.508018,113.364,1223562154.0,2008-10-09T16:22:34Z,0
42.428621,-76.508122,113.763,1223562173.0,2008-10-09T16:22:53Z,0
42.427706,-76.508876,114.784,1223562182.0,2008-10-09T16:23:02Z,0
42.427618,-76.508984,114.562,1223562183.0,2008-10-09T16:23:03Z,0
42.426745,-76.510597,113.876,1223562197.0,2008-10-09T16:23:17Z,0
42.426494,-76.511046,113.589,1223562205.0,2008-10-09T16:23:25Z,0
42.426317,-76.511399,113.989,1223562213.0,2008-10-09T16:23:33Z,0
42.425749,-76.512396,114.865,1223562221.0,2008-10-09T16:23:41Z,0
42.424597,-76.514039,115.914,1223562233.0,2008-10-09T16:23:53Z,0
42.423282,-76.515651,115.318,1223562246.0,2008-10-09T16:24:06Z,0
42.423050,-76.515955,114.723,1223562250.0,2008-10-09T16:24:10Z,0
42.423001,-76.516137,114.587,1223562254.0,2008-10-09T16:24:14Z,0
42.422992,-76.516341,115.056,1223562267.0,2008-10-09T16:24:27Z,0
42.422992,-76.516341,118.418,1223562273.0,2008-10-09T16:24:33Z,0
42.422992,-76.516342,118.520,1223562274.0,2008-10-09T16:24:34Z,0
42.422966,-76.516290,118.278,1223562315.0,2008-10-09T16:25:15Z,0
42.422956,-76.516269,118.117,1223562346.0,2008-10-09T16:25:46Z,0
42.422884,-76.516025,117.749,1223562537.0,2008-10-09T16:28:57Z,0
42.422898,-76.516103,114.137,1223562616.0,2008-10-09T16:30:16Z,0
42.422898,-76.516103,113.878,1223562617.0,2008-10-09T16:30:17Z,0
42.422898,-76.516105,117.084,1223562621.0,2008-10-09T16:30:21Z,0
42.422948,-76.516305,117.326,1223562715.0,2008-10-09T16:31:55Z,0
42.422726,-76.516429,116.911,1223562724.0,2008-10-09T16:32:04Z,0
42.422715,-76.516434,117.185,1223562748.0,2008-10-09T16:32:28Z,0
42.422671,-76.516563,116.893,1223562756.0,2008-10-09T16:32:36Z,0
42.422701,-76.516592,112.935,1223562769.0,2008-10-09T16:32:49Z,0
42.422700,-76.516592,113.858,1223562770.0,2008-10-09T16:32:50Z,0
42.422804,-76.516766,114.030,1223562780.0,2008-10-09T16:33:00Z,0
42.422889,-76.516555,114.732,1223562791.0,2008-10-09T16:33:11Z,0
