lat,lon,ele,t,timestamp,tracknum
40.432242,-79.927395,335.897,1223724804.0,2008-10-11T13:33:24Z,0
40.432192,-79.927227,335.469,1223724844.0,2008-10-11T13:34:04Z,1
40.432302,-79.927216,335.532,1223728978.0,2008-10-11T14:42:58Z,2
40.432336,-79.928093,335.110,1223728985.0,2008-10-11T14:43:05Z,3
40.432219,-79.927492,333.200,1223729114.0,2008-10-11T14:45:14Z,3
40.432303,-79.927516,333.485,1223729118.0,2008-10-11T14:45:18Z,3
40.432428,-79.927544,334.462,1223729127.0,2008-10-11T14:45:27Z,3
40.433145,-79.927586,337.274,1223729136.0,2008-10-11T14:45:36Z,3
40.433581,-79.927600,335.297,1223729141.0,2008-10-11T14:45:41Z,3
40.434036,-79.927607,332.573,1223729147.0,2008-10-11T14:45:47Z,3
40.434877,-79.927641,334.614,1223729155.0,2008-10-11T14:45:55Z,3
40.436584,-79.927726,334.680,1223729168.0,2008-10-11T14:46:08Z,3
40.437351,-79.927729,331.255,1223729174.0,2008-10-11T14:46:14Z,3
40.437920,-79.927703,327.244,1223729179.0,2008-10-11T14:46:19Z,3
40.438114,-79.927688,326.620,1223729181.0,2008-10-11T14:46:21Z,3
40.438501,-79.927686,330.310,1223729185.0,2008-10-11T14:46:25Z,3
40.439017,-79.927680,334.403,1223729190.0,2008-10-11T14:46:30Z,3
40.439114,-79.927677,334.184,1223729191.0,2008-10-11T14:46:31Z,3
40.439319,-79.927678,335.025,1223729197.0,2008-10-11T14:46:37Z,3
40.439523,-79.927706,337.117,1223729209.0,2008-10-11T14:46:49Z,3
40.439864,-79.927741,339.985,1223729213.0,2008-10-11T14:46:53Z,3
40.441116,-79.927780,339.021,1223729223.0,2008-10-11T14:47:03Z,3
40.441454,-79.927809,337.241,1223729226.0,2008-10-11T14:47:06Z,3
40.441756,-79.927816,334.115,1223729230.0,2008-10-11T14:47:10Z,3
40.441883,-79.927815,332.160,1223729234.0,2008-10-11T14:47:14Z,3
40.442173,-79.927871,330.509,1223729242.0,2008-10-11T14:47:22Z,3
40.442563,-79.927885,327.216,1223729246.0,2008-10-11T14:47:26Z,3
40.442921,-79.927896,323.956,1223729249.0,2008-10-11T14:47:29Z,3
40.443146,-79.927887,320.255,1223729251.0,2008-10-11T14:47:31Z,3
40.443319,-79.927887,319.284,1223729253.0,2008-10-11T14:47:33Z,3
40.443922,-79.927910,317.873,1223729260.0,2008-10-11T14:47:40Z,3
40.444087,-79.927909,316.466,1223729264.0,2008-10-11T14:47:44Z,3
40.444299,-79.928178,318.625,1223729269.0,2008-10-11T14:47:49Z,3
40.444665,-79.928916,316.414,1223729275.0,2008-10-11T14:47:55Z,3
40.445014,-79.929727,314.345,1223729281.0,2008-10-11T14:48:01Z,3
40.445445,-79.930665,310.359,1223729288.0,2008-10-11T14:48:08Z,3
40.445802,-79.931503,311.586,1223729294.0,2008-10-11T14:48:14Z,3
40.446578,-79.933387,314.867,1223729306.0,2008-10-11T14:48:26Z,3
40.447115,-79.934842,311.579,1223729315.0,2008-10-11T14:48:35Z,3
40.447266,-79.935344,308.574,1223729318.0,2008-10-11T14:48:38Z,3
40.447415,-79.935864,303.308,1223729321.0,2008-10-11T14:48:41Z,3
40.447506,-79.936198,299.778,1223729323.0,2008-10-11T14:48:43Z,3
40.447575,-79.936503,295.524,1223729325.0,2008-10-11T14:48:45Z,3
40.447631,-79.936704,293.169,1223729327.0,2008-10-11T14:48:47Z,3
40.447754,-79.937015,290.674,1223729331.0,2008-10-11T14:48:51Z,3
40.447812,-79.937205,290.066,1223729333.0,2008-10-11T14:48:53Z,3
40.447805,-79.937738,290.779,1223729337.0,2008-10-11T14:48:57Z,3
40.447754,-79.938107,288.455,1223729340.0,2008-10-11T14:49:00Z,3
40.447678,-79.938473,287.230,1223729345.0,2008-10-11T14:49:05Z,3
40.447627,-79.938781,287.244,1223729352.0,2008-10-11T14:49:12Z,3
40.447527,-79.939726,287.354,1223729360.0,2008-10-11T14:49:20Z,3
40.447474,-79.941207,285.851,1223729370.0,2008-10-11T14:49:30Z,3
40.447457,-79.941734,282.450,1223729374.0,2008-10-11T14:49:34Z,3
40.447471,-79.941985,280.945,1223729377.0,2008-10-11T14:49:37Z,3
40.447459,-79.942104,280.267,1223729384.0,2008-10-11T14:49:44Z,3
40.447453,-79.942103,280.056,1223729400.0,2008-10-11T14:50:00Z,3
40.447416,-79.942661,281.784,1223729408.0,2008-10-11T14:50:08Z,3
40.447338,-79.943566,281.122,1223729414.0,2008-10-11T14:50:14Z,3
40.447214,-79.945343,280.909,1223729424.0,2008-10-11T14:50:24Z,3
40.447095,-79.946952,279.170,1223729434.0,2008-10-11T14:50:34Z,3
40.447034,-79.947982,279.052,1223729442.0,2008-10-11T14:50:42Z,3
40.446986,-79.948557,280.344,1223729448.0,2008-10-11T14:50:48Z,3
40.446909,-79.949187,283.659,1223729453.0,2008-10-11T14:50:53Z,3
40.446892,-79.949334,283.611,1223729454.0,2008-10-11T14:50:54Z,3
40.446800,-79.950702,283.517,1223729464.0,2008-10-11T14:51:04Z,3
40.446692,-79.951501,283.054,1223729470.0,2008-10-11T14:51:10Z,3
40.446227,-79.952340,284.878,1223729477.0,2008-10-11T14:51:17Z,3
40.445501,-79.953400,281.797,1223729486.0,2008-10-11T14:51:26Z,3
40.445261,-79.953799,280.450,1223729490.0,2008-10-11T14:51:30Z,3
40.444262,-79.955144,282.158,1223729502.0,2008-10-11T14:51:42Z,3
40.443445,-79.956290,283.727,1223729512.0,2008-10-11T14:51:52Z,3
40.442473,-79.957665,286.761,1223729523.0,2008-10-11T14:52:03Z,3
40.441391,-79.959138,287.718,1223729535.0,2008-10-11T14:52:15Z,3
40.440397,-79.960560,288.644,1223729546.0,2008-10-11T14:52:26Z,3
40.439702,-79.961556,288.630,1223729555.0,2008-10-11T14:52:35Z,3
