lat,lon,ele,t,timestamp,tracknum
31.939161,-112.811615,507.270,1224336136.0,2008-10-18T15:22:16Z,0
31.939137,-112.811723,505.764,1224336178.0,2008-10-18T15:22:58Z,1
31.939199,-112.811640,506.070,1224336194.0,2008-10-18T15:23:14Z,1
31.939177,-112.811149,505.959,1224336207.0,2008-10-18T15:23:27Z,1
31.939243,-112.810357,506.025,1224336222.0,2008-10-18T15:23:42Z,1
31.939488,-112.809358,505.064,1224336239.0,2008-10-18T15:23:59Z,1
31.939659,-112.808892,505.619,1224336247.0,2008-10-18T15:24:07Z,1
31.939933,-112.808762,506.973,1224336255.0,2008-10-18T15:24:15Z,1
31.940526,-112.809144,508.312,1224336272.0,2008-10-18T15:24:32Z,1
31.940513,-112.809102,509.088,1224336360.0,2008-10-18T15:26:00Z,1
31.940492,-112.809122,509.208,1224336392.0,2008-10-18T15:26:32Z,1
31.940499,-112.809144,509.444,1224336453.0,2008-10-18T15:27:33Z,1
31.940723,-112.809243,508.967,1224336472.0,2008-10-18T15:27:52Z,1
31.941454,-112.809722,510.975,1224336488.0,2008-10-18T15:28:08Z,1
31.942308,-112.810382,513.683,1224336504.0,2008-10-18T15:28:24Z,1
31.942412,-112.810454,514.060,1224336506.0,2008-10-18T15:28:26Z,1
31.942592,-112.810721,514.915,1224336511.0,2008-10-18T15:28:31Z,1
31.942631,-112.811182,515.025,1224336522.0,2008-10-18T15:28:42Z,1
31.942637,-112.811228,515.036,1224336523.0,2008-10-18T15:28:43Z,1
31.942846,-112.811323,515.696,1224336532.0,2008-10-18T15:28:52Z,1
31.942881,-112.811195,516.390,1224336535.0,2008-10-18T15:28:55Z,1
31.942958,-112.810448,517.036,1224336546.0,2008-10-18T15:29:06Z,1
31.942983,-112.810250,516.488,1224336549.0,2008-10-18T15:29:09Z,1
31.942982,-112.809708,513.256,1224336557.0,2008-10-18T15:29:17Z,1
31.942957,-112.809552,511.583,1224336559.0,2008-10-18T15:29:19Z,1
31.942852,-112.809099,508.846,1224336567.0,2008-10-18T15:29:27Z,1
31.942689,-112.808633,505.648,1224336572.0,2008-10-18T15:29:32Z,1
31.942465,-112.808107,502.650,1224336577.0,2008-10-18T15:29:37Z,1
31.942271,-112.807655,504.580,1224336582.0,2008-10-18T15:29:42Z,1
31.942140,-112.807316,506.760,1224336586.0,2008-10-18T15:29:46Z,1
31.942051,-112.807030,508.164,1224336589.0,2008-10-18T15:29:49Z,1
31.941985,-112.805837,508.564,1224336600.0,2008-10-18T15:30:00Z,1
31.942143,-112.804830,505.059,1224336609.0,2008-10-18T15:30:09Z,1
31.942343,-112.804237,501.549,1224336614.0,2008-10-18T15:30:14Z,1
31.942544,-112.803719,498.175,1224336618.0,2008-10-18T15:30:18Z,1
31.942721,-112.803349,497.424,1224336621.0,2008-10-18T15:30:21Z,1
31.942930,-112.803058,499.296,1224336624.0,2008-10-18T15:30:24Z,1
31.943277,-112.802756,500.242,1224336628.0,2008-10-18T15:30:28Z,1
31.944015,-112.802446,497.557,1224336634.0,2008-10-18T15:30:34Z,1
31.944150,-112.802409,496.988,1224336635.0,2008-10-18T15:30:35Z,1
31.945339,-112.802503,494.838,1224336643.0,2008-10-18T15:30:43Z,1
31.946742,-112.802879,495.525,1224336653.0,2008-10-18T15:30:53Z,1
31.947004,-112.802859,492.442,1224336655.0,2008-10-18T15:30:55Z,1
31.948276,-112.802640,496.706,1224336667.0,2008-10-18T15:31:07Z,1
31.949678,-112.803085,497.737,1224336681.0,2008-10-18T15:31:21Z,1
31.950826,-112.803191,498.622,1224336692.0,2008-10-18T15:31:32Z,1
31.951898,-112.802700,499.580,1224336703.0,2008-10-18T15:31:43Z,1
31.952397,-112.802483,500.267,1224336708.0,2008-10-18T15:31:48Z,1
31.953327,-112.802584,500.541,1224336718.0,2008-10-18T15:31:58Z,1
31.954067,-112.802684,500.771,1224336729.0,2008-10-18T15:32:09Z,1
31.954076,-112.802689,501.095,1224336732.0,2008-10-18T15:32:12Z,1
31.954155,-112.802472,500.971,1224336738.0,2008-10-18T15:32:18Z,1
31.954128,-112.801503,503.253,1224336749.0,2008-10-18T15:32:29Z,1
31.954070,-112.801198,503.111,1224336753.0,2008-10-18T15:32:33Z,1
31.954236,-112.801080,503.923,1224336759.0,2008-10-18T15:32:39Z,1
31.954283,-112.801111,503.729,1224336760.0,2008-10-18T15:32:40Z,1
31.954517,-112.801252,503.445,1224336765.0,2008-10-18T15:32:45Z,1
31.954598,-112.801246,504.701,1224336774.0,2008-10-18T15:32:54Z,1
31.954619,-112.801224,504.864,1224336798.0,2008-10-18T15:33:18Z,1
31.954673,-112.801189,505.167,1224336815.0,2008-10-18T15:33:35Z,1
31.954795,-112.801146,505.473,1224336827.0,2008-10-18T15:33:47Z,1
31.954750,-112.801166,505.637,1224336904.0,2008-10-18T15:35:04Z,1
31.954560,-112.801310,505.205,1224336914.0,2008-10-18T15:35:14Z,1
31.954768,-112.801158,505.771,1224336924.0,2008-10-18T15:35:24Z,1
31.954798,-112.801196,505.774,1224337198.0,2008-10-18T15:39:58Z,1
31.954771,-112.801208,505.653,1224337236.0,2008-10-18T15:40:36Z,1
31.954608,-112.801234,505.419,1224337253.0,2008-10-18T15:40:53Z,1
31.954574,-112.801253,505.294,1224337279.0,2008-10-18T15:41:19Z,1
31.954575,-112.801259,508.631,1224337306.0,2008-10-18T15:41:46Z,1
31.954575,-112.801258,504.904,1224337307.0,2008-10-18T15:41:47Z,1
31.954574,-112.801251,504.392,1224337341.0,2008-10-18T15:42:21Z,1
31.954706,-112.801343,504.434,1224337346.0,2008-10-18T15:42:26Z,1
31.954896,-112.801582,504.395,1224337353.0,2008-10-18T15:42:33Z,1
31.954596,-112.801645,504.471,1224337360.0,2008-10-18T15:42:40Z,1
31.954177,-112.801546,503.724,1224337370.0,2008-10-18T15:42:50Z,1
31.954053,-112.801257,504.004,1224337375.0,2008-10-18T15:42:55Z,1
31.953793,-112.800374,504.307,1224337386.0,2008-10-18T15:43:06Z,1
31.953815,-112.799862,503.238,1224337395.0,2008-10-18T15:43:15Z,1
31.953812,-112.799868,503.311,1224337413.0,2008-10-18T15:43:33Z,1
31.953827,-112.799587,503.143,1224337421.0,2008-10-18T15:43:41Z,1
31.953809,-112.799416,503.778,1224337425.0,2008-10-18T15:43:45Z,1
31.953676,-112.799200,503.523,1224337430.0,2008-10-18T15:43:50Z,1
31.952822,-112.798300,502.505,1224337450.0,2008-10-18T15:44:10Z,1
31.952550,-112.798023,501.830,1224337456.0,2008-10-18T15:44:16Z,1
31.952479,-112.797533,498.283,1224337464.0,2008-10-18T15:44:24Z,1
31.952542,-112.797413,500.179,1224337466.0,2008-10-18T15:44:26Z,1
31.952653,-112.797226,498.558,1224337469.0,2008-10-18T15:44:29Z,1
31.952967,-112.796765,497.851,1224337477.0,2008-10-18T15:44:37Z,1
