lat,lon,ele,t,timestamp,tracknum
42.387186,-77.380885,357.993,1223776803.0,2008-10-12T04:00:03Z,0
42.386078,-77.378494,361.053,1223776810.0,2008-10-12T04:00:10Z,0
42.385920,-77.378152,361.329,1223776811.0,2008-10-12T04:00:11Z,0
42.384043,-77.373992,358.307,1223776823.0,2008-10-12T04:00:23Z,0
42.383888,-77.373651,358.115,1223776824.0,2008-10-12T04:00:24Z,0
42.383264,-77.372276,355.785,1223776828.0,2008-10-12T04:00:28Z,0
42.382482,-77.370540,352.319,1223776833.0,2008-10-12T04:00:33Z,0
42.381548,-77.368474,349.047,1223776839.0,2008-10-12T04:00:39Z,0
42.380137,-77.365415,352.284,1223776848.0,2008-10-12T04:00:48Z,0
42.378714,-77.362827,355.335,1223776856.0,2008-10-12T04:00:56Z,0
42.376493,-77.359508,353.352,1223776867.0,2008-10-12T04:01:07Z,0
42.375390,-77.358134,350.813,1223776872.0,2008-10-12T04:01:12Z,0
42.374470,-77.357097,349.025,1223776876.0,2008-10-12T04:01:16Z,0
42.373762,-77.356349,347.733,1223776879.0,2008-10-12T04:01:19Z,0
42.371019,-77.353911,346.244,1223776890.0,2008-10-12T04:01:30Z,0
42.367798,-77.351787,345.843,1223776902.0,2008-10-12T04:01:42Z,0
42.364426,-77.350227,343.471,1223776914.0,2008-10-12T04:01:54Z,0
42.360340,-77.349095,341.846,1223776928.0,2008-10-12T04:02:08Z,0
42.359162,-77.348819,343.709,1223776932.0,2008-10-12T04:02:12Z,0
42.355387,-77.347533,344.871,1223776945.0,2008-10-12T04:02:25Z,0
42.353129,-77.346431,341.798,1223776953.0,2008-10-12T04:02:33Z,0
42.350946,-77.345092,338.758,1223776961.0,2008-10-12T04:02:41Z,0
42.345857,-77.341694,341.903,1223776980.0,2008-10-12T04:03:00Z,0
42.342908,-77.339728,344.914,1223776991.0,2008-10-12T04:03:11Z,0
42.338338,-77.336637,341.789,1223777008.0,2008-10-12T04:03:28Z,0
42.336665,-77.334926,339.518,1223777015.0,2008-10-12T04:03:35Z,0
42.335398,-77.332700,336.911,1223777022.0,2008-10-12T04:03:42Z,0
42.334356,-77.330255,333.818,1223777029.0,2008-10-12T04:03:49Z,0
42.332420,-77.325742,337.182,1223777042.0,2008-10-12T04:04:02Z,0
42.330307,-77.320835,334.104,1223777056.0,2008-10-12T04:04:16Z,0
42.327190,-77.313974,331.434,1223777076.0,2008-10-12T04:04:36Z,0
42.326445,-77.312256,334.445,1223777081.0,2008-10-12T04:04:41Z,0
42.326111,-77.310740,336.613,1223777085.0,2008-10-12T04:04:45Z,0
42.325813,-77.307518,336.342,1223777093.0,2008-10-12T04:04:53Z,0
42.325247,-77.305208,333.156,1223777099.0,2008-10-12T04:04:59Z,0
42.324796,-77.304165,331.789,1223777102.0,2008-10-12T04:05:02Z,0
42.324139,-77.302831,329.776,1223777106.0,2008-10-12T04:05:06Z,0
42.321843,-77.298066,328.930,1223777120.0,2008-10-12T04:05:20Z,0
42.318970,-77.291946,328.187,1223777138.0,2008-10-12T04:05:38Z,0
42.316594,-77.286348,328.002,1223777154.0,2008-10-12T04:05:54Z,0
42.315836,-77.283312,331.657,1223777162.0,2008-10-12T04:06:02Z,0
42.315409,-77.280970,335.354,1223777168.0,2008-10-12T04:06:08Z,0
42.315138,-77.279406,337.458,1223777172.0,2008-10-12T04:06:12Z,0
42.314126,-77.273498,334.301,1223777187.0,2008-10-12T04:06:27Z,0
42.313837,-77.271520,330.658,1223777192.0,2008-10-12T04:06:32Z,0
42.313744,-77.269505,327.001,1223777197.0,2008-10-12T04:06:37Z,0
42.313750,-77.269101,326.895,1223777198.0,2008-10-12T04:06:38Z,0
42.313905,-77.261471,325.774,1223777217.0,2008-10-12T04:06:57Z,0
42.313746,-77.257451,325.312,1223777227.0,2008-10-12T04:07:07Z,0
42.313079,-77.255228,324.574,1223777233.0,2008-10-12T04:07:13Z,0
42.311828,-77.252969,323.692,1223777240.0,2008-10-12T04:07:20Z,0
42.310381,-77.251543,322.680,1223777246.0,2008-10-12T04:07:26Z,0
42.306387,-77.248712,323.811,1223777261.0,2008-10-12T04:07:41Z,0
42.302229,-77.245537,324.660,1223777277.0,2008-10-12T04:07:57Z,0
42.300486,-77.243370,327.638,1223777285.0,2008-10-12T04:08:05Z,0
42.297902,-77.239454,324.530,1223777298.0,2008-10-12T04:08:18Z,0
42.297113,-77.238236,322.964,1223777302.0,2008-10-12T04:08:22Z,0
42.295334,-77.235486,319.550,1223777311.0,2008-10-12T04:08:31Z,0
42.293735,-77.232064,316.997,1223777321.0,2008-10-12T04:08:41Z,0
42.291918,-77.226989,316.094,1223777335.0,2008-10-12T04:08:55Z,0
42.290721,-77.225207,315.961,1223777341.0,2008-10-12T04:09:01Z,0
42.289423,-77.224261,315.628,1223777346.0,2008-10-12T04:09:06Z,0
42.287654,-77.223852,315.808,1223777352.0,2008-10-12T04:09:12Z,0
42.285304,-77.224138,315.423,1223777360.0,2008-10-12T04:09:20Z,0
42.280844,-77.224570,315.535,1223777375.0,2008-10-12T04:09:35Z,0
42.276547,-77.224902,314.402,1223777390.0,2008-10-12T04:09:50Z,0
42.274342,-77.224440,313.080,1223777398.0,2008-10-12T04:09:58Z,0
42.272021,-77.223199,315.383,1223777407.0,2008-10-12T04:10:07Z,0
42.269831,-77.221378,317.172,1223777416.0,2008-10-12T04:10:16Z,0
42.268072,-77.219885,313.910,1223777423.0,2008-10-12T04:10:23Z,0
42.266838,-77.218834,311.729,1223777428.0,2008-10-12T04:10:28Z,0
42.262378,-77.215050,310.289,1223777446.0,2008-10-12T04:10:46Z,0
42.256464,-77.210017,309.579,1223777470.0,2008-10-12T04:11:10Z,0
42.252588,-77.206542,311.167,1223777486.0,2008-10-12T04:11:26Z,0
42.246139,-77.200533,309.193,1223777513.0,2008-10-12T04:11:53Z,0
42.241943,-77.196977,306.952,1223777530.0,2008-10-12T04:12:10Z,0
