lat,lon,ele,t,timestamp,tracknum
35.194404,-111.619916,2083.926,1224768568.0,2008-10-23T15:29:28Z,0
35.207266,-111.600688,2082.856,1224768608.0,2008-10-23T15:30:08Z,1
35.207145,-111.600744,2083.213,1224768618.0,2008-10-23T15:30:18Z,1
35.207116,-111.600666,2083.514,1224768621.0,2008-10-23T15:30:21Z,1
35.207117,-111.600502,2085.953,1224768653.0,2008-10-23T15:30:53Z,2
35.207117,-111.600502,2086.000,1224768654.0,2008-10-23T15:30:54Z,2
35.192988,-111.622178,2086.391,1224768663.0,2008-10-23T15:31:03Z,2
35.192747,-111.622852,2086.085,1224768671.0,2008-10-23T15:31:11Z,2
35.192724,-111.622983,2086.166,1224768673.0,2008-10-23T15:31:13Z,2
35.192700,-111.623717,2086.666,1224768683.0,2008-10-23T15:31:23Z,2
35.192479,-111.623917,2086.443,1224768689.0,2008-10-23T15:31:29Z,2
35.192310,-111.623917,2085.905,1224768699.0,2008-10-23T15:31:39Z,2
35.192250,-111.623919,2085.347,1224768729.0,2008-10-23T15:32:09Z,2
35.192138,-111.623864,2085.695,1224768734.0,2008-10-23T15:32:14Z,2
35.191981,-111.623649,2085.430,1224768743.0,2008-10-23T15:32:23Z,2
35.191978,-111.623692,2086.053,1224768758.0,2008-10-23T15:32:38Z,2
35.191995,-111.623823,2085.504,1224768974.0,2008-10-23T15:36:14Z,2
35.191994,-111.623967,2085.664,1224769000.0,2008-10-23T15:36:40Z,2
35.192013,-111.623946,2085.615,1224769007.0,2008-10-23T15:36:47Z,2
35.192038,-111.623900,2085.768,1224769009.0,2008-10-23T15:36:49Z,2
35.192031,-111.623681,2085.161,1224769012.0,2008-10-23T15:36:52Z,2
35.191762,-111.623297,2084.611,1224769019.0,2008-10-23T15:36:59Z,2
35.191572,-111.623415,2085.349,1224769022.0,2008-10-23T15:37:02Z,2
35.190941,-111.623988,2088.651,1224769030.0,2008-10-23T15:37:10Z,2
35.190241,-111.624974,2090.449,1224769037.0,2008-10-23T15:37:17Z,2
35.189287,-111.626707,2090.934,1224769045.0,2008-10-23T15:37:25Z,2
35.188044,-111.629175,2090.490,1224769054.0,2008-10-23T15:37:34Z,2
35.186244,-111.632705,2088.481,1224769066.0,2008-10-23T15:37:46Z,2
