lat,lon,ele,t,timestamp,tracknum
37.624912,-109.477217,1856.066,1224679802.0,2008-10-22T14:50:02Z,0
37.625003,-109.477094,1855.545,1224679839.0,2008-10-22T14:50:39Z,1
37.624830,-109.477196,1854.337,1224680526.0,2008-10-22T15:02:06Z,1
37.624820,-109.477168,1854.508,1224680543.0,2008-10-22T15:02:23Z,1
37.624822,-109.477162,1854.936,1224680562.0,2008-10-22T15:02:42Z,1
37.624815,-109.477175,1854.819,1224680577.0,2008-10-22T15:02:57Z,1
37.624835,-109.477183,1854.995,1224680602.0,2008-10-22T15:03:22Z,1
37.624849,-109.477173,1854.498,1224680631.0,2008-10-22T15:03:51Z,1
37.624862,-109.477177,1853.597,1224680956.0,2008-10-22T15:09:16Z,1
37.624816,-109.477170,1854.424,1224680963.0,2008-10-22T15:09:23Z,1
37.624803,-109.476654,1853.260,1224680973.0,2008-10-22T15:09:33Z,1
37.624800,-109.476325,1851.840,1224680980.0,2008-10-22T15:09:40Z,1
37.625035,-109.476247,1850.390,1224680985.0,2008-10-22T15:09:45Z,1
37.625237,-109.476217,1849.469,1224680992.0,2008-10-22T15:09:52Z,1
37.625244,-109.476224,1849.591,1224681000.0,2008-10-22T15:10:00Z,1
37.625342,-109.476839,1852.204,1224681007.0,2008-10-22T15:10:07Z,1
37.625382,-109.477793,1854.879,1224681018.0,2008-10-22T15:10:18Z,1
37.625382,-109.477914,1855.966,1224681023.0,2008-10-22T15:10:23Z,1
37.625063,-109.478016,1857.539,1224681028.0,2008-10-22T15:10:28Z,1
37.623566,-109.478022,1858.111,1224681041.0,2008-10-22T15:10:41Z,1
37.622797,-109.478034,1855.907,1224681047.0,2008-10-22T15:10:47Z,1
37.621999,-109.478041,1852.873,1224681055.0,2008-10-22T15:10:55Z,1
37.620601,-109.478010,1849.598,1224681071.0,2008-10-22T15:11:11Z,1
37.619087,-109.478020,1846.770,1224681088.0,2008-10-22T15:11:28Z,1
37.617716,-109.478070,1845.041,1224681099.0,2008-10-22T15:11:39Z,1
37.616023,-109.478817,1842.090,1224681113.0,2008-10-22T15:11:53Z,1
37.615095,-109.478944,1839.030,1224681120.0,2008-10-22T15:12:00Z,1
37.614327,-109.478955,1836.402,1224681126.0,2008-10-22T15:12:06Z,1
37.613830,-109.478957,1834.531,1224681130.0,2008-10-22T15:12:10Z,1
37.613338,-109.478960,1832.688,1224681134.0,2008-10-22T15:12:14Z,1
37.611723,-109.478970,1829.423,1224681147.0,2008-10-22T15:12:27Z,1
37.609917,-109.478948,1827.760,1224681160.0,2008-10-22T15:12:40Z,1
37.608235,-109.478942,1824.742,1224681169.0,2008-10-22T15:12:49Z,1
37.607446,-109.478921,1821.222,1224681173.0,2008-10-22T15:12:53Z,1
37.605082,-109.478836,1818.175,1224681185.0,2008-10-22T15:13:05Z,1
37.603303,-109.478775,1814.925,1224681194.0,2008-10-22T15:13:14Z,1
37.602120,-109.478749,1811.655,1224681200.0,2008-10-22T15:13:20Z,1
37.600747,-109.478697,1808.632,1224681207.0,2008-10-22T15:13:27Z,1
37.599767,-109.478665,1806.870,1224681212.0,2008-10-22T15:13:32Z,1
37.597410,-109.478605,1803.838,1224681224.0,2008-10-22T15:13:44Z,1
37.597014,-109.478598,1802.798,1224681226.0,2008-10-22T15:13:46Z,1
37.596621,-109.478592,1801.568,1224681228.0,2008-10-22T15:13:48Z,1
37.595249,-109.478543,1798.548,1224681235.0,2008-10-22T15:13:55Z,1
37.593875,-109.478469,1795.192,1224681242.0,2008-10-22T15:14:02Z,1
37.593479,-109.478453,1794.320,1224681244.0,2008-10-22T15:14:04Z,1
37.592691,-109.478429,1791.681,1224681248.0,2008-10-22T15:14:08Z,1
37.590331,-109.478381,1788.600,1224681260.0,2008-10-22T15:14:20Z,1
37.588744,-109.478339,1785.394,1224681268.0,2008-10-22T15:14:28Z,1
37.588353,-109.478328,1784.697,1224681270.0,2008-10-22T15:14:30Z,1
37.586012,-109.478271,1781.585,1224681282.0,2008-10-22T15:14:42Z,1
37.584237,-109.478245,1778.556,1224681291.0,2008-10-22T15:14:51Z,1
37.583834,-109.478233,1777.724,1224681293.0,2008-10-22T15:14:53Z,1
37.582655,-109.478219,1774.665,1224681299.0,2008-10-22T15:14:59Z,1
37.581664,-109.478216,1771.599,1224681304.0,2008-10-22T15:15:04Z,1
37.580672,-109.478203,1768.452,1224681309.0,2008-10-22T15:15:09Z,1
37.579479,-109.478186,1765.255,1224681315.0,2008-10-22T15:15:15Z,1
37.578500,-109.478192,1762.869,1224681320.0,2008-10-22T15:15:20Z,1
37.576417,-109.478376,1759.785,1224681330.0,2008-10-22T15:15:30Z,1
37.575165,-109.479122,1759.895,1224681336.0,2008-10-22T15:15:36Z,1
37.574273,-109.480214,1760.612,1224681341.0,2008-10-22T15:15:41Z,1
37.573907,-109.481052,1761.778,1224681344.0,2008-10-22T15:15:44Z,1
37.573555,-109.483242,1760.758,1224681351.0,2008-10-22T15:15:51Z,1
37.573560,-109.484084,1759.088,1224681354.0,2008-10-22T15:15:54Z,1
37.573406,-109.486015,1756.294,1224681362.0,2008-10-22T15:16:02Z,1
37.573022,-109.487168,1753.936,1224681369.0,2008-10-22T15:16:09Z,1
37.572917,-109.487368,1753.130,1224681371.0,2008-10-22T15:16:11Z,1
37.572969,-109.487662,1753.520,1224681376.0,2008-10-22T15:16:16Z,1
37.573311,-109.488095,1755.444,1224681381.0,2008-10-22T15:16:21Z,1
37.573482,-109.488491,1756.711,1224681384.0,2008-10-22T15:16:24Z,1
37.573532,-109.488648,1757.204,1224681385.0,2008-10-22T15:16:25Z,1
37.573621,-109.489154,1758.630,1224681388.0,2008-10-22T15:16:28Z,1
37.573622,-109.490577,1761.856,1224681395.0,2008-10-22T15:16:35Z,1
37.573604,-109.492012,1765.071,1224681401.0,2008-10-22T15:16:41Z,1
37.573602,-109.492269,1765.260,1224681402.0,2008-10-22T15:16:42Z,1
37.573583,-109.495530,1761.814,1224681414.0,2008-10-22T15:16:54Z,1
37.573585,-109.496348,1760.349,1224681417.0,2008-10-22T15:16:57Z,1
37.573585,-109.497421,1757.021,1224681421.0,2008-10-22T15:17:01Z,1
37.573745,-109.498739,1753.227,1224681426.0,2008-10-22T15:17:06Z,1
37.573911,-109.499499,1750.677,1224681429.0,2008-10-22T15:17:09Z,1
37.574100,-109.500451,1747.432,1224681433.0,2008-10-22T15:17:13Z,1
37.574372,-109.501535,1744.386,1224681438.0,2008-10-22T15:17:18Z,1
37.574887,-109.502730,1741.075,1224681444.0,2008-10-22T15:17:24Z,1
37.575170,-109.503294,1738.165,1224681447.0,2008-10-22T15:17:27Z,1
37.575611,-109.503930,1733.308,1224681451.0,2008-10-22T15:17:31Z,1
37.575853,-109.504176,1729.571,1224681453.0,2008-10-22T15:17:33Z,1
37.576179,-109.504493,1724.703,1224681456.0,2008-10-22T15:17:36Z,1
37.576347,-109.504671,1721.449,1224681458.0,2008-10-22T15:17:38Z,1
37.576503,-109.504843,1719.912,1224681460.0,2008-10-22T15:17:40Z,1
37.576773,-109.505263,1716.111,1224681464.0,2008-10-22T15:17:44Z,1
37.576782,-109.505677,1712.866,1224681467.0,2008-10-22T15:17:47Z,1
37.576624,-109.506095,1708.918,1224681470.0,2008-10-22T15:17:50Z,1
37.576534,-109.506216,1706.844,1224681471.0,2008-10-22T15:17:51Z,1
37.576343,-109.506449,1704.414,1224681473.0,2008-10-22T15:17:53Z,1
37.576167,-109.507093,1699.367,1224681477.0,2008-10-22T15:17:57Z,1
37.576225,-109.507463,1698.081,1224681479.0,2008-10-22T15:17:59Z,1
37.576288,-109.507644,1698.294,1224681480.0,2008-10-22T15:18:00Z,1
37.576620,-109.508469,1701.832,1224681484.0,2008-10-22T15:18:04Z,1
37.576715,-109.508709,1701.965,1224681485.0,2008-10-22T15:18:05Z,1
37.577025,-109.509493,1705.280,1224681488.0,2008-10-22T15:18:08Z,1
37.577563,-109.510791,1708.787,1224681493.0,2008-10-22T15:18:13Z,1
37.577977,-109.511832,1713.635,1224681497.0,2008-10-22T15:18:17Z,1
37.578332,-109.512855,1717.802,1224681501.0,2008-10-22T15:18:21Z,1
37.578417,-109.513588,1723.181,1224681504.0,2008-10-22T15:18:24Z,1
37.578352,-109.514293,1729.913,1224681507.0,2008-10-22T15:18:27Z,1
37.578297,-109.514526,1732.714,1224681508.0,2008-10-22T15:18:28Z,1
37.578100,-109.515264,1739.528,1224681511.0,2008-10-22T15:18:31Z,1
37.577964,-109.515800,1745.060,1224681513.0,2008-10-22T15:18:33Z,1
37.577896,-109.516075,1748.080,1224681514.0,2008-10-22T15:18:34Z,1
37.577746,-109.516650,1751.596,1224681516.0,2008-10-22T15:18:36Z,1
37.577502,-109.517506,1755.566,1224681519.0,2008-10-22T15:18:39Z,1
37.577424,-109.517793,1755.680,1224681520.0,2008-10-22T15:18:40Z,1
37.577049,-109.520460,1752.917,1224681529.0,2008-10-22T15:18:49Z,1
37.576903,-109.521905,1749.449,1224681534.0,2008-10-22T15:18:54Z,1
37.576814,-109.522779,1747.953,1224681537.0,2008-10-22T15:18:57Z,1
37.576642,-109.524800,1752.850,1224681544.0,2008-10-22T15:19:04Z,1
37.576539,-109.525963,1756.561,1224681548.0,2008-10-22T15:19:08Z,1
37.576431,-109.527141,1760.170,1224681552.0,2008-10-22T15:19:12Z,1
37.576342,-109.528012,1763.346,1224681555.0,2008-10-22T15:19:15Z,1
37.576285,-109.528591,1764.106,1224681557.0,2008-10-22T15:19:17Z,1
37.576041,-109.531226,1760.828,1224681566.0,2008-10-22T15:19:26Z,1
37.575846,-109.533251,1761.275,1224681573.0,2008-10-22T15:19:33Z,1
37.575624,-109.535580,1764.669,1224681581.0,2008-10-22T15:19:41Z,1
37.575435,-109.537603,1767.846,1224681588.0,2008-10-22T15:19:48Z,1
37.575322,-109.538765,1769.876,1224681592.0,2008-10-22T15:19:52Z,1
37.574789,-109.544333,1769.332,1224681611.0,2008-10-22T15:20:11Z,1
37.574421,-109.548159,1765.470,1224681624.0,2008-10-22T15:20:24Z,1
37.574330,-109.549062,1761.025,1224681627.0,2008-10-22T15:20:27Z,1
37.574276,-109.549657,1757.402,1224681629.0,2008-10-22T15:20:29Z,1
37.574075,-109.551896,1756.377,1224681638.0,2008-10-22T15:20:38Z,1
37.573963,-109.552829,1756.207,1224681643.0,2008-10-22T15:20:43Z,1
37.573599,-109.553583,1751.807,1224681649.0,2008-10-22T15:20:49Z,1
37.573504,-109.553670,1750.354,1224681650.0,2008-10-22T15:20:50Z,1
37.573034,-109.554030,1744.201,1224681654.0,2008-10-22T15:20:54Z,1
37.572682,-109.554314,1739.891,1224681657.0,2008-10-22T15:20:57Z,1
37.572569,-109.554419,1738.052,1224681658.0,2008-10-22T15:20:58Z,1
37.572251,-109.554928,1732.439,1224681662.0,2008-10-22T15:21:02Z,1
37.572148,-109.555777,1726.698,1224681667.0,2008-10-22T15:21:07Z,1
37.572145,-109.556330,1723.285,1224681670.0,2008-10-22T15:21:10Z,1
37.572105,-109.556675,1720.752,1224681672.0,2008-10-22T15:21:12Z,1
37.571778,-109.557283,1716.234,1224681677.0,2008-10-22T15:21:17Z,1
37.571443,-109.557446,1712.781,1224681680.0,2008-10-22T15:21:20Z,1
37.571177,-109.557474,1710.583,1224681682.0,2008-10-22T15:21:22Z,1
37.570746,-109.557432,1705.264,1224681685.0,2008-10-22T15:21:25Z,1
37.570259,-109.557386,1700.461,1224681688.0,2008-10-22T15:21:28Z,1
37.569914,-109.557353,1696.694,1224681690.0,2008-10-22T15:21:30Z,1
37.569548,-109.557320,1693.544,1224681692.0,2008-10-22T15:21:32Z,1
37.569203,-109.557318,1689.783,1224681694.0,2008-10-22T15:21:34Z,1
37.569033,-109.557334,1688.687,1224681695.0,2008-10-22T15:21:35Z,1
37.568411,-109.557585,1683.025,1224681699.0,2008-10-22T15:21:39Z,1
37.567959,-109.557888,1679.246,1224681702.0,2008-10-22T15:21:42Z,1
37.567489,-109.558221,1674.961,1224681705.0,2008-10-22T15:21:45Z,1
37.567165,-109.558423,1671.733,1224681707.0,2008-10-22T15:21:47Z,1
37.566654,-109.558666,1667.268,1224681710.0,2008-10-22T15:21:50Z,1
37.566297,-109.558786,1663.789,1224681712.0,2008-10-22T15:21:52Z,1
37.565755,-109.558905,1659.324,1224681715.0,2008-10-22T15:21:55Z,1
37.565385,-109.558920,1654.905,1224681717.0,2008-10-22T15:21:57Z,1
37.565005,-109.558903,1651.478,1224681719.0,2008-10-22T15:21:59Z,1
37.564638,-109.558862,1646.613,1224681721.0,2008-10-22T15:22:01Z,1
37.564108,-109.558830,1642.076,1224681724.0,2008-10-22T15:22:04Z,1
37.563755,-109.558881,1638.469,1224681726.0,2008-10-22T15:22:06Z,1
37.563396,-109.558969,1633.788,1224681728.0,2008-10-22T15:22:08Z,1
37.563027,-109.559040,1629.753,1224681730.0,2008-10-22T15:22:10Z,1
37.562670,-109.559118,1624.588,1224681732.0,2008-10-22T15:22:12Z,1
37.562497,-109.559155,1622.559,1224681733.0,2008-10-22T15:22:13Z,1
37.561863,-109.559511,1617.173,1224681737.0,2008-10-22T15:22:17Z,1
37.561024,-109.560501,1612.603,1224681744.0,2008-10-22T15:22:24Z,1
37.560775,-109.560778,1609.265,1224681746.0,2008-10-22T15:22:26Z,1
37.560542,-109.561038,1606.106,1224681748.0,2008-10-22T15:22:28Z,1
37.560299,-109.561263,1602.985,1224681750.0,2008-10-22T15:22:30Z,1
37.560048,-109.561453,1599.565,1224681752.0,2008-10-22T15:22:32Z,1
37.559784,-109.561605,1595.845,1224681754.0,2008-10-22T15:22:34Z,1
37.559495,-109.561717,1592.731,1224681756.0,2008-10-22T15:22:36Z,1
37.559051,-109.561855,1588.322,1224681759.0,2008-10-22T15:22:39Z,1
37.558763,-109.561967,1585.013,1224681761.0,2008-10-22T15:22:41Z,1
37.558411,-109.562315,1580.492,1224681764.0,2008-10-22T15:22:44Z,1
37.558224,-109.562627,1579.371,1224681766.0,2008-10-22T15:22:46Z,1
37.558047,-109.563398,1580.020,1224681770.0,2008-10-22T15:22:50Z,1
37.557912,-109.566069,1583.735,1224681782.0,2008-10-22T15:23:02Z,1
37.557772,-109.568239,1582.631,1224681792.0,2008-10-22T15:23:12Z,1
37.557712,-109.569337,1579.307,1224681797.0,2008-10-22T15:23:17Z,1
37.557686,-109.570006,1577.914,1224681800.0,2008-10-22T15:23:20Z,1
37.557934,-109.572100,1575.142,1224681809.0,2008-10-22T15:23:29Z,1
37.558497,-109.574427,1578.135,1224681820.0,2008-10-22T15:23:40Z,1
37.559039,-109.576650,1574.878,1224681831.0,2008-10-22T15:23:51Z,1
37.559646,-109.578526,1574.768,1224681840.0,2008-10-22T15:24:00Z,1
37.560165,-109.579266,1577.313,1224681844.0,2008-10-22T15:24:04Z,1
37.560631,-109.579726,1579.236,1224681847.0,2008-10-22T15:24:07Z,1
37.561256,-109.580278,1581.489,1224681851.0,2008-10-22T15:24:11Z,1
37.562186,-109.581514,1583.934,1224681858.0,2008-10-22T15:24:18Z,1
37.562468,-109.582187,1586.669,1224681861.0,2008-10-22T15:24:21Z,1
37.562684,-109.583160,1590.174,1224681865.0,2008-10-22T15:24:25Z,1
37.562694,-109.583912,1593.700,1224681868.0,2008-10-22T15:24:28Z,1
37.562674,-109.584416,1595.810,1224681870.0,2008-10-22T15:24:30Z,1
37.562464,-109.585408,1600.547,1224681874.0,2008-10-22T15:24:34Z,1
37.562209,-109.586162,1603.989,1224681877.0,2008-10-22T15:24:37Z,1
37.561957,-109.586945,1607.792,1224681880.0,2008-10-22T15:24:40Z,1
37.561757,-109.587727,1610.962,1224681883.0,2008-10-22T15:24:43Z,1
37.561651,-109.588521,1614.545,1224681886.0,2008-10-22T15:24:46Z,1
37.561674,-109.589304,1617.800,1224681889.0,2008-10-22T15:24:49Z,1
37.561790,-109.590068,1621.116,1224681892.0,2008-10-22T15:24:52Z,1
37.562014,-109.590790,1624.711,1224681895.0,2008-10-22T15:24:55Z,1
37.562290,-109.591460,1627.998,1224681898.0,2008-10-22T15:24:58Z,1
37.562625,-109.592365,1631.611,1224681902.0,2008-10-22T15:25:02Z,1
37.562828,-109.593057,1634.842,1224681905.0,2008-10-22T15:25:05Z,1
37.562937,-109.593752,1637.693,1224681908.0,2008-10-22T15:25:08Z,1
37.562944,-109.594139,1637.068,1224681910.0,2008-10-22T15:25:10Z,1
37.562953,-109.594246,1637.316,1224681917.0,2008-10-22T15:25:17Z,1
37.562952,-109.594243,1637.491,1224681918.0,2008-10-22T15:25:18Z,1
37.562959,-109.594406,1638.643,1224681922.0,2008-10-22T15:25:22Z,1
37.562947,-109.595097,1642.187,1224681928.0,2008-10-22T15:25:28Z,1
37.562789,-109.596040,1647.843,1224681934.0,2008-10-22T15:25:34Z,1
37.562586,-109.596727,1651.171,1224681938.0,2008-10-22T15:25:38Z,1
37.562511,-109.596917,1651.464,1224681939.0,2008-10-22T15:25:39Z,1
37.562100,-109.597676,1654.747,1224681943.0,2008-10-22T15:25:43Z,1
37.561985,-109.597867,1654.747,1224681944.0,2008-10-22T15:25:44Z,1
37.561579,-109.598464,1657.983,1224681947.0,2008-10-22T15:25:47Z,1
37.561281,-109.598800,1659.100,1224681949.0,2008-10-22T15:25:49Z,1
37.560637,-109.599483,1662.767,1224681953.0,2008-10-22T15:25:53Z,1
37.560473,-109.599664,1663.064,1224681954.0,2008-10-22T15:25:54Z,1
37.559962,-109.600215,1666.133,1224681957.0,2008-10-22T15:25:57Z,1
37.559419,-109.600778,1669.332,1224681960.0,2008-10-22T15:26:00Z,1
37.558655,-109.601580,1672.843,1224681964.0,2008-10-22T15:26:04Z,1
37.557867,-109.602426,1677.102,1224681968.0,2008-10-22T15:26:08Z,1
37.557059,-109.603279,1680.537,1224681972.0,2008-10-22T15:26:12Z,1
37.556447,-109.603919,1683.693,1224681975.0,2008-10-22T15:26:15Z,1
37.555643,-109.604759,1687.053,1224681979.0,2008-10-22T15:26:19Z,1
37.554861,-109.605600,1690.564,1224681983.0,2008-10-22T15:26:23Z,1
37.554079,-109.606428,1693.892,1224681987.0,2008-10-22T15:26:27Z,1
37.553684,-109.606841,1695.495,1224681989.0,2008-10-22T15:26:29Z,1
37.552878,-109.607703,1697.901,1224681993.0,2008-10-22T15:26:33Z,1
37.549825,-109.610891,1694.342,1224682008.0,2008-10-22T15:26:48Z,1
37.549218,-109.611533,1690.698,1224682011.0,2008-10-22T15:26:51Z,1
37.548618,-109.612177,1686.374,1224682014.0,2008-10-22T15:26:54Z,1
